,0,1,aspect_0,aspect_0_vec,aspect_1,aspect_1_vec,aspect_2,aspect_2_vec,aspect_3,aspect_3_vec,aspect_4,aspect_4_vec,aspect_5,aspect_5_vec,aspect_6,aspect_6_vec,aspect_7,aspect_7_vec,aspect_8,aspect_8_vec,aspect_9,aspect_9_vec
0,0.0,0.0,www,0.46866357,excel,0.9546379,room,0.6167457,package,0.7588339,able,0.37677532,attention,0.85338473,attitude,0.82741666,require,0.34398365,call,0.9052973,english,0.7961846
1,0.0,0.0,mailbox,0.45890987,microsoft,0.8087982,payment,0.5970547,reception,0.75794244,task,0.3546505,focus,0.8117261,ability,0.8165398,u,0.3342892,incoming,0.8731239,skill,0.56181073
2,0.0,0.0,career,0.44892442,outlook,0.80580974,information,0.59364474,material,0.74513865,job,0.34121507,requires,0.76765823,environment,0.7169845,mailbox,0.3319635,connect,0.58946884,second,0.5266183
3,0.0,0.0,company,0.44680154,written,0.78927207,notifies,0.5874789,area,0.70824397,data,0.3394391,positive,0.7600956,operation,0.67034423,like,0.3255043,answer,0.586833,spreadsheet,0.49174678
4,0.0,0.0,project,0.44111413,right,0.63150144,kept,0.58463275,pleasant,0.6745693,closure,0.33506984,writtencommunication,0.70480347,team,0.66689324,full,0.3188546,kmhs,0.5032023,diplomacy,0.49095756
5,0.0,0.0,going,0.43799883,beneficial,0.55271375,project,0.57031834,electronic,0.59924245,information,0.3153803,industry,0.667244,order,0.6418705,event,0.3123892,front,0.48164347,articulate,0.49063557
6,0.0,0.0,com,0.43728018,minded,0.5286975,item,0.5662647,party,0.58500445,wedding,0.31293264,experienced,0.6571801,health,0.63955605,savvy,0.31082404,appointment,0.47116822,clear,0.48844445
7,0.0,0.0,hospital,0.43634352,assertive,0.5273323,support,0.5660145,etc,0.5843885,www,0.30244344,diploma,0.6516392,range,0.63635105,love,0.3084871,adequate,0.4682802,ideal,0.48006767
8,0.0,0.0,task,0.43572104,expertise,0.50888765,certificate,0.5638313,message,0.53630674,room,0.30157566,understanding,0.63605726,clinic,0.6330304,provided,0.30682215,filtering,0.4514709,name,0.4791242
9,0.0,0.0,opportunity,0.43364164,skill,0.507703,mail,0.5637932,front,0.50964546,mail,0.29786915,would,0.63561696,com,0.62220407,xxx,0.3058836,known,0.44921112,diploma,0.47255218
10,0.0,0.0,review,0.43040928,quickbooks,0.5059154,appointment,0.55466974,support,0.4973969,law,0.28909498,york,0.6309532,family,0.6039014,catering,0.29937133,correctdepartment,0.4327079,previous,0.45865875
11,0.0,0.0,demeanor,0.42985383,aptitude,0.47037667,ensuring,0.5511271,duty,0.49566534,com,0.28306037,u,0.62438154,assignment,0.5985137,job,0.29824126,request,0.43141192,light,0.44614384
12,0.0,0.0,event,0.42722493,articulate,0.46353024,demeanor,0.54698366,per,0.48854107,mailbox,0.28215533,also,0.6120973,short,0.5911398,wpm,0.29421487,package,0.42898718,industry,0.44602016
13,0.0,0.0,notifies,0.42700392,workable,0.46238354,clinical,0.5426712,back,0.48039746,reliable,0.28194308,ideal,0.6052749,firm,0.5879452,applicable,0.29303482,accuracy,0.42881906,savvy,0.44127154
14,0.0,0.0,information,0.4265136,mailchimp,0.46058494,way,0.5412624,visitor,0.47759414,hospital,0.28146926,looking,0.5948144,ethic,0.5874144,industry,0.29225558,party,0.42600152,language,0.41279292
15,0.0,0.0,variety,0.42309988,adobe,0.45646527,main,0.52472067,main,0.47166252,least,0.27982733,personalityand,0.5764781,cultural,0.5510117,least,0.29158235,generalreception,0.39860228,experienced,0.41060275
16,0.0,0.0,job,0.42048994,chicago,0.4551511,task,0.51765716,request,0.4637813,variety,0.27800184,second,0.5745072,degree,0.5323659,understanding,0.28755176,material,0.39657632,assertive,0.40979767
17,0.0,0.0,veterinary,0.4184726,poised,0.4441132,departmental,0.5167413,greets,0.45693785,like,0.27714148,detail,0.5677547,integrity,0.52404046,senior,0.2873158,ada,0.3752438,understanding,0.40804744
18,0.0,0.0,certificate,0.41280383,seven,0.4325696,event,0.51527166,payment,0.45645458,demeanor,0.2759673,name,0.55458677,offering,0.52271706,train,0.28492042,apply,0.37063187,centered,0.4070465
19,0.0,0.0,ensuring,0.4119135,encompass,0.42763394,variety,0.51216257,departmental,0.45601514,care,0.2711243,require,0.550694,every,0.5165978,clerical,0.28457072,faster,0.36440313,composed,0.4011778
20,0.0,0.0,like,0.41164774,sims,0.42566597,oversee,0.51142025,person,0.44850862,faster,0.27050185,wpm,0.5487714,tasker,0.5099483,company,0.28453457,spanish,0.3598883,person,0.4002596
21,0.0,0.0,way,0.4045817,addition,0.42020178,salon,0.5016762,greeting,0.44752228,ensuring,0.27010486,result,0.5457203,www,0.49805135,employer,0.2770922,irate,0.3483612,love,0.400259
22,0.0,0.0,item,0.4003321,furthermore,0.41987085,job,0.49000245,greet,0.44712144,project,0.26597655,previous,0.5425383,positive,0.48900518,veterinary,0.27631998,stored,0.3451336,addition,0.39800748
23,0.0,0.0,payment,0.40021068,operatories,0.41612512,pleasant,0.4859223,send,0.44629467,veterinary,0.26478463,full,0.53215426,salon,0.48663396,diploma,0.27574563,terminologymust,0.3432657,congenial,0.39396685
24,0.0,0.0,able,0.39697993,diplomacy,0.4047619,able,0.48244625,account,0.4461614,going,0.2623112,light,0.52325904,law,0.46553725,dedicated,0.27309448,ex,0.34091783,written,0.39012644
25,0.0,0.0,care,0.39661098,knowledge,0.40185213,spanish,0.47966838,accuracy,0.44341284,opportunity,0.2598537,etiquette,0.5096756,important,0.4621199,associate,0.27245516,pcda,0.3322811,memory,0.38946214
26,0.0,0.0,data,0.39468437,additionally,0.3933192,going,0.47596806,summon,0.42837977,review,0.25437924,school,0.50860155,place,0.45962697,care,0.27166253,microsoft,0.31932855,mandarin,0.3804505
27,0.0,0.0,prospective,0.39441195,literate,0.39247373,least,0.4726562,spanish,0.42740452,senior,0.25435302,literate,0.5034785,goal,0.45912126,would,0.27101707,accurate,0.31679118,underlying,0.3789509
28,0.0,0.0,xxx,0.39423758,word,0.3842247,review,0.47238466,clinical,0.42676818,oversee,0.25429726,assistant,0.5029105,result,0.45475543,de,0.2705884,information,0.3132326,seeking,0.3778175
29,0.0,0.0,situation,0.39354905,clear,0.37969863,applicable,0.46120164,memo,0.42241424,facility,0.25166923,family,0.5026051,able,0.44181418,school,0.27041626,ideally,0.31058332,literate,0.3748483
30,0.0,0.0,main,0.39219514,composed,0.37771964,per,0.4596666,upon,0.41868037,full,0.2512102,seeking,0.49495846,expectation,0.44075722,experienced,0.27000737,fed,0.30558854,looking,0.3715961
31,0.0,0.0,equal,0.39146936,resourcefulness,0.37487513,hospital,0.45417082,way,0.40611964,xxwpm,0.25032687,degree,0.49457186,encounter,0.4397513,data,0.2694522,pathogen,0.30511034,responsibility,0.36754718
32,0.0,0.0,apply,0.3913066,sincere,0.35120907,informing,0.4521648,letter,0.40396518,word,0.2458937,important,0.49173576,facility,0.4354698,looking,0.2692784,room,0.30006924,beneficial,0.3425815
33,0.0,0.0,senior,0.39114824,altru,0.3505391,apply,0.44922847,long,0.40390885,prospective,0.24466789,clear,0.48981327,somebody,0.4346094,seeking,0.26648366,monitor,0.29721087,operatories,0.34205154
34,0.0,0.0,room,0.39045274,out,0.3400756,firm,0.44005913,responds,0.39958882,spanish,0.24137428,addition,0.48938376,company,0.43329278,prospective,0.2652353,outlook,0.29376915,train,0.3340405
35,0.0,0.0,salon,0.37950307,kcctc,0.336548,responsibility,0.43724424,medical,0.39836422,apply,0.24078052,enthusiastic,0.48230362,career,0.42766902,diplomacy,0.26492658,mail,0.28871584,mailchimp,0.3296857
36,0.0,0.0,catering,0.37552875,congenial,0.33017442,associate,0.43500623,certificate,0.3973207,somebody,0.23778585,position,0.48120457,opportunity,0.42249262,dental,0.26438007,data,0.2854415,also,0.32607162
37,0.0,0.0,de,0.3754232,southside,0.329564,veterinary,0.43419322,adequate,0.3970157,mon,0.23463227,least,0.481081,demeanor,0.41978833,item,0.263158,xxwpm,0.2814518,optometry,0.32592952
38,0.0,0.0,employer,0.3684312,ideal,0.32909825,demand,0.43407604,included,0.38978207,asst,0.23400679,plus,0.47866637,listen,0.41688228,oversee,0.260135,spinnaker,0.28106394,workable,0.32168365
39,0.0,0.0,mail,0.3651867,environment,0.3154611,opportunity,0.4306258,associate,0.38943774,responsibility,0.2318486,skillsand,0.4748072,senior,0.4150683,college,0.2596703,yourfabulous,0.26667976,wpm,0.32020035
40,0.0,0.0,encounter,0.35803434,ace,0.31482974,dental,0.4293387,appointment,0.37977797,consistently,0.22981355,dedicated,0.47210205,answer,0.40899888,equal,0.25921583,skill,0.2639675,encompass,0.31985277
41,0.0,0.0,oversee,0.35723183,cloud,0.3086297,catering,0.42876673,notifies,0.37907052,environment,0.2272583,attitude,0.470586,diversity,0.40426207,going,0.2585611,sincere,0.25401986,proximity,0.3192559
42,0.0,0.0,integrity,0.35462558,predetermined,0.3075563,care,0.42782408,kept,0.37731966,firm,0.22717193,applicant,0.46892464,equal,0.4021217,requires,0.25677416,dexterity,0.25275308,requires,0.31905836
43,0.0,0.0,spanish,0.35311136,standard,0.30407515,career,0.42573065,requested,0.37547314,seeking,0.22696725,team,0.46745342,prospective,0.39941406,also,0.25575405,ability,0.2428717,capability,0.30827513
44,0.0,0.0,reminder,0.3523003,train,0.30272287,logistics,0.42469722,responsible,0.36996228,interviewer,0.2269322,reliable,0.4645642,young,0.39854714,certificate,0.25554258,firm,0.2425042,reliable,0.30625623
45,0.0,0.0,applicable,0.35104156,productivity,0.30183113,long,0.42027712,variety,0.368776,company,0.2250047,consistently,0.46092415,apply,0.39836496,reliable,0.25470045,done,0.24233939,plus,0.3060903
46,0.0,0.0,reliable,0.34363446,outlet,0.29987156,www,0.4201273,accordingly,0.3534165,payment,0.22465548,diversity,0.46019235,word,0.39275962,vacation,0.25454092,word,0.24187163,data,0.30423346
47,0.0,0.0,informing,0.34335825,capability,0.29891115,personality,0.41602492,appearance,0.35144627,appointment,0.22322176,language,0.459674,consistently,0.39189923,opportunity,0.25280404,stooping,0.23396702,writing,0.30361658
48,0.0,0.0,law,0.3386258,sharepoint,0.29863966,responds,0.41465223,periodical,0.35105327,xrays,0.22260243,love,0.45856202,u,0.3795205,spreadsheet,0.25255114,punctuation,0.2325997,facility,0.2993726
49,0.0,0.0,u,0.3377939,underlying,0.2976345,word,0.41343126,salon,0.3468895,important,0.22227684,mandarin,0.45613423,collectively,0.37788507,license,0.25233325,six,0.22895582,bilingual,0.29770702
50,0.0,0.0,least,0.33604175,po,0.2950682,restroom,0.412466,skill,0.33659455,succinctly,0.22121878,part,0.45270365,hospital,0.37671652,law,0.25146046,gathered,0.22608265,focus,0.29455844
51,0.0,0.0,cultural,0.3352341,incumbent,0.29401484,com,0.41202265,oversee,0.33157182,generous,0.22010195,reading,0.451474,review,0.37545383,regular,0.24787256,written,0.22505221,full,0.29111952
52,0.0,0.0,firm,0.32629728,load,0.28793153,consistently,0.41006774,copy,0.33109742,catering,0.21901587,assignment,0.4460243,accuracy,0.37153137,diversity,0.24633534,sit,0.22456409,networking,0.28906327
53,0.0,0.0,appointment,0.32461643,spanish,0.28604582,prospective,0.4091379,desk,0.3306671,career,0.21735433,articulate,0.43958262,tasking,0.36866468,review,0.24557,lookingfor,0.22437385,bachelor,0.28831255
54,0.0,0.0,goal,0.32320476,team,0.28453913,situation,0.4088637,item,0.32939947,main,0.21450153,law,0.43847054,like,0.3615721,important,0.2424767,duty,0.22414598,right,0.2817457
55,0.0,0.0,kept,0.32113335,associate,0.2766418,reliable,0.40425783,apply,0.3250639,degree,0.21311215,savvy,0.43831983,front,0.36133754,kept,0.24035937,saturday,0.22377683,chicago,0.28138962
56,0.0,0.0,consistently,0.31842375,em,0.27550885,like,0.40409207,ensuring,0.3237402,salon,0.21243367,facility,0.43494466,employer,0.35913426,hospital,0.23950008,considerate,0.22197393,associate,0.27440432
57,0.0,0.0,xxwpm,0.31815797,proximity,0.26886532,integrity,0.40286785,informing,0.32368857,cultural,0.2097038,proximity,0.43231264,demand,0.35544473,speed,0.23879588,ratio,0.21953505,southside,0.27372488
58,0.0,0.0,facility,0.3168773,angus,0.26855314,space,0.4023037,authorization,0.32358885,situation,0.20961057,tasking,0.42992485,care,0.352157,addition,0.23843604,english,0.21847484,law,0.26853484
59,0.0,0.0,diversity,0.31649643,request,0.26605275,goal,0.40170735,cushion,0.3235866,answer,0.20828113,care,0.42685753,variety,0.3509393,career,0.23727192,account,0.21766955,seven,0.26608694
60,0.0,0.0,full,0.3128093,hospitable,0.26463526,de,0.3984654,space,0.32353792,ethic,0.20717062,optometry,0.42258942,dedicated,0.34468397,task,0.23674357,irregular,0.21760562,optical,0.2625513
61,0.0,0.0,important,0.30311918,pm,0.2632075,front,0.39734992,demand,0.32183337,xxx,0.20659955,situation,0.41477245,coordination,0.34112048,clear,0.23408926,exposure,0.21696872,degree,0.26047927
62,0.0,0.0,dedicated,0.3024186,visitor,0.26138037,requested,0.39591205,check,0.32141048,last,0.2059015,train,0.4097347,would,0.3411097,name,0.232426,elk,0.21399657,ethic,0.25713575
63,0.0,0.0,place,0.30206066,responsibility,0.26001662,company,0.39467368,conference,0.32129896,associate,0.20380881,applicable,0.4086981,mailbox,0.33959293,utilizing,0.23228657,notifying,0.21351734,resourcefulness,0.25712505
64,0.0,0.0,space,0.30191553,english,0.25724655,included,0.39369997,employee,0.319945,family,0.20374629,ethic,0.40793902,going,0.33879206,family,0.23164345,administrator,0.2120594,catering,0.25227058
65,0.0,0.0,closure,0.29704523,carnegie,0.25638497,offering,0.39364427,microsoft,0.31775606,equal,0.20222333,short,0.40740377,wpm,0.32928202,articulate,0.22569287,support,0.21149558,support,0.25090754
66,0.0,0.0,word,0.28621793,diligence,0.2559945,seeking,0.39034638,prepares,0.31750053,love,0.20189755,cultural,0.40645367,veterinary,0.32258326,program,0.22565526,xrays,0.20898378,minded,0.24518123
67,0.0,0.0,seeking,0.27829272,close,0.25555366,mailbox,0.38936877,code,0.30407384,wpm,0.20028634,veterinary,0.40303242,full,0.32252705,informing,0.22224309,inmicrosoft,0.20898369,require,0.24377248
68,0.0,0.0,clinic,0.27793425,hall,0.25282174,reminder,0.38243002,copying,0.30197605,also,0.19942701,xxx,0.40008068,along,0.3209862,pleasant,0.22175807,included,0.2074123,job,0.24029434
69,0.0,0.0,dental,0.27569675,savvy,0.25230414,data,0.37437966,attend,0.29918575,notifies,0.19842675,writing,0.39634562,reliable,0.31745446,cultural,0.22158715,syntax,0.2066065,orientation,0.24003011
70,0.0,0.0,departmental,0.2723331,planner,0.25087798,senior,0.36823463,faster,0.2976922,nextgen,0.19669785,clinic,0.39135358,establish,0.31663522,notifies,0.22005123,museum,0.20541453,least,0.23817873
71,0.0,0.0,family,0.27225235,networking,0.24705641,train,0.3681845,role,0.29385474,mailchimp,0.19523834,catering,0.38863266,ensuring,0.31347054,way,0.21873105,ppt,0.20350948,heat,0.23794253
72,0.0,0.0,front,0.2701913,collectively,0.244523,facility,0.3652449,manner,0.2897495,ability,0.19360897,spreadsheet,0.3864826,reminder,0.31179777,situation,0.21841271,infectious,0.20257223,affinity,0.23654963
73,0.0,0.0,environment,0.26910517,facilitate,0.24187663,xxx,0.36349368,receive,0.28354165,temperament,0.19337709,posse,0.38349986,situation,0.30908537,light,0.21798307,andadministration,0.20213506,identifying,0.2363223
74,0.0,0.0,associate,0.26892966,supporter,0.23961288,request,0.3614579,directing,0.2814725,pcda,0.19243298,employer,0.381543,project,0.3080873,reminder,0.21741426,performing,0.20161703,planner,0.23469679
75,0.0,0.0,degree,0.26857665,conjunction,0.23701553,person,0.35989714,diplomacy,0.28122634,hardware,0.19211651,ace,0.3811642,de,0.30367166,person,0.21721238,favor,0.2011314,quickbooks,0.23446372
76,0.0,0.0,demand,0.26802891,wesley,0.23463379,equal,0.35984462,complaint,0.28028464,technically,0.1914172,professionalism,0.38009357,delivering,0.30141386,machine,0.21712059,borne,0.19892743,important,0.23190984
77,0.0,0.0,request,0.266205,understanding,0.2340037,love,0.3587484,deliver,0.27944818,referring,0.19024473,bilingual,0.37784097,data,0.30023664,main,0.21658304,manageother,0.19842985,em,0.22898349
78,0.0,0.0,responsibility,0.26512375,explain,0.23352732,stored,0.3569529,word,0.2790629,saturday,0.18982156,senior,0.3774678,xxx,0.2909867,focus,0.21649803,herb,0.19817805,somebody,0.22834288
79,0.0,0.0,person,0.2606619,portability,0.23351082,full,0.34967506,stored,0.2788873,developing,0.18969855,company,0.37453058,event,0.2893085,limited,0.21644048,bending,0.1977841,school,0.22722258
80,0.0,0.0,assignment,0.25942397,attraction,0.23307143,authorization,0.34750444,straighten,0.27676278,applicable,0.18955308,data,0.36898792,informing,0.28593716,previous,0.21613045,noise,0.19752294,skilled,0.2194826
81,0.0,0.0,would,0.2566734,hilt,0.2266673,diversity,0.34442195,project,0.2760294,keyboard,0.18552625,minded,0.3679869,also,0.28585798,able,0.21584585,inspirational,0.19581985,program,0.21842213
82,0.0,0.0,long,0.25308233,oversight,0.22599596,law,0.3442837,orderly,0.27426127,harvest,0.18551657,diplomacy,0.36747524,request,0.28457913,payment,0.21426219,generate,0.19548659,diversity,0.21793377
83,0.0,0.0,offering,0.24927299,generates,0.2250952,provided,0.34399003,clerical,0.2727262,diversity,0.18492393,integrity,0.36617458,yourfabulous,0.2819569,consistently,0.21380804,sterilization,0.19185455,care,0.21197519
84,0.0,0.0,health,0.24718519,responsibly,0.22461644,xxwpm,0.34237227,helping,0.27075773,clinic,0.18211024,de,0.36550272,addition,0.28128088,encounter,0.21364647,able,0.19158629,york,0.21075559
85,0.0,0.0,party,0.24661803,worked,0.2214661,supervisor,0.34112275,mail,0.26833412,inviting,0.18150653,requirement,0.36289698,responsibility,0.27591494,facility,0.21298122,attendance,0.18875921,motivated,0.20839646
86,0.0,0.0,wpm,0.24603152,enabling,0.2211721,accuracy,0.3409332,catering,0.26827872,understanding,0.18140426,job,0.36043608,way,0.27556926,interacting,0.21143289,annually,0.1885563,altru,0.20517555
87,0.0,0.0,audio,0.24529576,socalpenske,0.21978569,memo,0.338259,coffee,0.26761281,ideal,0.18140034,interacting,0.35168922,opera,0.27549815,ideal,0.20925888,handlingcompany,0.18603104,etiquette,0.20515619
88,0.0,0.0,logistics,0.24477255,light,0.21909942,important,0.33654457,interview,0.26751053,encounter,0.18038964,career,0.35134128,collaborative,0.2745223,literate,0.20902357,satellite,0.1858514,task,0.20376045
89,0.0,0.0,also,0.24291673,heat,0.21755457,succinctly,0.33405,motivated,0.26606917,employer,0.17949016,like,0.3426878,encourage,0.27253538,mail,0.20838815,inquires,0.18460846,professionalism,0.20298913
90,0.0,0.0,vacation,0.24124877,equipped,0.21691948,skill,0.32763427,reminder,0.2543002,baptism,0.17884602,responsibility,0.34163946,job,0.26316452,ensuring,0.20715797,task,0.18458694,mail,0.20270267
91,0.0,0.0,accuracy,0.24121208,bachelor,0.21618953,accordingly,0.32670784,maintenance,0.25134313,certificate,0.17622182,dependable,0.34036332,proximity,0.25963628,responsibility,0.20690182,tex,0.18454118,assigned,0.20258465
92,0.0,0.0,love,0.24015996,leisure,0.21505272,assignment,0.3254937,operation,0.25125805,borne,0.17495748,composed,0.33944973,unstable,0.25932765,part,0.20486489,centered,0.18410708,active,0.19666731
93,0.0,0.0,code,0.237992,optical,0.21305478,vacation,0.31930876,demeanor,0.25122857,u,0.17469002,answer,0.33924404,confident,0.25827575,maintenance,0.20273918,often,0.18339223,two,0.19516444
94,0.0,0.0,pcda,0.23773065,ndas,0.21304582,also,0.31556076,andadministration,0.24741973,addition,0.17353705,present,0.33787918,least,0.25586784,ethic,0.20231657,ensuring,0.18306345,would,0.19504142
95,0.0,0.0,support,0.23046833,production,0.21277234,last,0.31407732,responsibility,0.24496089,integrity,0.17267026,essential,0.3355463,vacation,0.24381845,clinic,0.19912635,format,0.18264896,aptitude,0.19219334
96,0.0,0.0,answer,0.22986989,name,0.21231493,party,0.312711,information,0.24117848,collectively,0.17154184,independent,0.33274168,wed,0.23308587,logistics,0.19911021,exiting,0.17986305,like,0.19071439
97,0.0,0.0,college,0.22799839,audience,0.21187313,adequate,0.31060785,going,0.24109755,result,0.17130554,equal,0.32576227,ideal,0.23180372,degree,0.19900542,download,0.178172,performing,0.18921605
98,0.0,0.0,result,0.22630018,refreshment,0.21186982,diplomacy,0.30974334,microwave,0.24018319,highland,0.17107458,right,0.321284,understanding,0.22759247,judgment,0.19898403,directcalls,0.1774089,consistently,0.18776634
99,0.0,0.0,interview,0.22241402,graphic,0.21167174,light,0.30615222,handlingcompany,0.23795629,fri,0.17060998,verification,0.31889752,vendor,0.22416854,www,0.19827873,bachelor,0.17653939,answer,0.18493557
